id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
35,10.1016-j.jallcom.2023.170579.txt,10.1016-j.jallcom.2023.170579.txt,FeCoNiCrB0.5,2,BCC + FCC,Experimental,"3D high-energy ball-milling, Raw materials: Raw metal powders (≥ 99.9% purity, >200 meshes) and B powders (≥ 99.9% purity, ≤ 40 μm), Equipment: SFM-3 high-frequency swing mill (Kejing, China), Procedure: Powders were dry-milled for 0.5 hours, paused for 10 minutes, repeated 12 times, and then milled with 20 mL ethanol for another 1 hour.",N/A,Annealed at 500 °C in nitrogen atmosphere,Mixed Solution
36,10.1016-j.matchar.2022.112419.txt,10.1016-j.matchar.2022.112419.txt,CoFeNiCrCu,1,FCC,experimental,"arc melting, Elements: ['Co', 'Fe', 'Ni', 'Cr', 'Cu'], Condition: under argon protection",N/A,None,Mixed Solution
37,10.1016-j.jmrt.2023.01.035.txt,10.1016-j.jmrt.2023.01.035.txt,AlNiCoFeNbTi,4,BCC + FCC + L21 (Heusler Structure) + AlNiCoFeNbTi,experimental,"vacuum induction melting, Raw materials: high-purity metals (Fe, Co, Ni, Nb, Al, Ti ≥ 99.8%), Atmosphere: argon, Initial vacuum: 2 × 10−2 Pa, Induction current: 660, Cooling: rapid cooling in a copper mold to room temperature",N/A,Partially ordered structure (High Entropy Intermetallic for L21 phase),Mixed Solution
37,10.1016-j.jmrt.2023.01.035.txt,10.1016-j.jmrt.2023.01.035.txt,NiCoFe,1,BCC,experimental,not explicitly stated,N/A,Not specified,Single Solid Solution
38,10.1016-j.intermet.2018.04.022.txt,10.1016-j.intermet.2018.04.022.txt,CoCrFeMnNi,1,FCC,experimental,"Bridgman furnace (for single crystals), vacuum induction melting (for polycrystalline), Single crystals: {'growth_directions': ['[100]', '[110]']}, Polycrystalline: {'casting': 'vacuum induction melting', 'annealing': {'initial': {'temperature': 1100, 'duration': '6 hours', 'atmosphere': 'argon'}, 'secondary': {'temperature': 800, 'duration': '1 hour', 'atmosphere': 'argon'}}, 'cold_rolling': {'reduction_ratio': '50%'}}",N/A,No partial ordering or intermetallic phases observed,Single Solid Solution
40,10.1016-j.jmapro.2022.09.056.txt,10.1016-j.jmapro.2022.09.056.txt,CoCrFeMnNi,1,FCC,experimental,"selective laser melting (SLM), Equipment: Realizer SLM50, Laser: Yb-YAG, Spot size: ~39 μm, Sample dimensions: Ø6 × h20 mm, Atmosphere: pure argon, Platform: 20-mm-thick stainless-steel",N/A,No partial ordering or high entropy intermetallic structure observed,Single Solid Solution
42,10.1016-j.jallcom.2023.169320.txt,10.1016-j.jallcom.2023.169320.txt,FeCoCrNiMn,3,FCC + tetragonal + Cr2B,experimental,"medium-frequency induction melting in a vacuum environment, Furnace capacity: 10, Ingots: two 5 kg FeCoCrNiMn HEA ingots melted separately, Cooling: free cooling in the furnace chamber",N/A,0.19 wt% B addition,Mixed Solution
43,10.1016-j.pmatsci.2024.101245.txt,10.1016-j.pmatsci.2024.101245.txt,AlCoCrFeNi,1,FCC,Experimental,"arc melting, Temperature: 1500, Time: 30 minutes",N/A,None,Single Solid Solution
43,10.1016-j.pmatsci.2024.101245.txt,10.1016-j.pmatsci.2024.101245.txt,CoCrFeMnNi,1,FCC,Experimental,"arc melting, Temperature: 1500, Time: 30 minutes",N/A,None,Single Solid Solution
43,10.1016-j.pmatsci.2024.101245.txt,10.1016-j.pmatsci.2024.101245.txt,CoCrFeNi,1,FCC,Experimental,"arc melting, Temperature: 1500, Time: 30 minutes",N/A,None,Single Solid Solution
43,10.1016-j.pmatsci.2024.101245.txt,10.1016-j.pmatsci.2024.101245.txt,CoCrFeNi,1,FCC,Experimental,"arc melting, Temperature: 1500, Time: 30 minutes",N/A,None,Single Solid Solution
43,10.1016-j.pmatsci.2024.101245.txt,10.1016-j.pmatsci.2024.101245.txt,CoCrFeMnNi,1,FCC,Experimental,"arc melting, Temperature: 1500, Time: 30 minutes",N/A,None,Single Solid Solution
44,10.1016-j.jallcom.2020.154301.txt,10.1016-j.jallcom.2020.154301.txt,NbMoTaW,1,BCC,experimental,"arc melting, Temperature: above melting points of constituents, Time: not specified",N/A,None,Single Solid Solution
44,10.1016-j.jallcom.2020.154301.txt,10.1016-j.jallcom.2020.154301.txt,ReNbMoTaW,2,"BCC + (Nb, Ta)",experimental,"arc melting, Temperature: above melting points of constituents, Time: not specified",N/A,Higher surface energy due to powder raw materials,Mixed Solution
44,10.1016-j.jallcom.2020.154301.txt,10.1016-j.jallcom.2020.154301.txt,Re0.5NbMoTaW,2,"BCC + (Nb, Ta)",experimental,"arc melting, Temperature: above melting points of constituents, Time: not specified",N/A,Higher surface energy due to powder raw materials,Mixed Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCoCrFeNi,2,BCC + FCC,Experimental,"Selective Laser Melting (SLM), Laser power: 250-400 W, Scanning speed: 600 mm/s, Hatch spacing: 50 μm, Layer thickness: 60 μm, Powder size: Fine (30-50 μm) and coarse (50-150 μm)",N/A,No partially ordered structures observed,Mixed Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCoCrFeNi,2,BCC + FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Mixed Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCoCrCuFeNi,1,FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Single Solid Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCrCuFeNi2,2,BCC + FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Mixed Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,CoCrFeNiAl,2,BCC + FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Mixed Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCoCrFeNi,1,FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Single Solid Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,AlCoCrFeNi,1,FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Single Solid Solution
45,10.1016-j.cjmeam.2023.100069.txt,10.1016-j.cjmeam.2023.100069.txt,CoCrFeNiNb,2,BCC + FCC,Experimental,Not explicitly stated,N/A,No partially ordered structures observed,Mixed Solution
46,10.1016-j.msea.2020.139275.txt,10.1016-j.msea.2020.139275.txt,AlMoNbTaTiV,3,BCC + D019 + HCP,combination,N/A,"CALPHAD, Database: TCHEA3, Phases predicted: ['BCC', 'HCP', 'σ phase']",No specific thermo-mechanical post-processing mentioned,Mixed Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,1,BCC B2,experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Single Solid Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,2,BCC B2 + FCC,experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Mixed Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,3,BCC B2 + FCC + Laves (C14),experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Mixed Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,4,BCC B2 + FCC + Laves (C14) + Sigma (Intermetallic),experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Mixed Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,3,BCC B2 + FCC + Laves (C14),experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Mixed Solution
47,10.1016-j.jallcom.2022.163901.txt,10.1016-j.jallcom.2022.163901.txt,AlCoCrFeNiTi,3,BCC B2 + FCC + Laves (C14),experimental,"vacuum arc melting, Temperature: varied, Time: 5 remelts",N/A,None,Mixed Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,CrMnFeCoNi,1,FCC,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,VCrMnFeCoNi,1,FCC,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,V10Cr15Mn10Fe30Co10Ni25,2,FCC + tetragonal,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,σ phase unintentionally obtained,Mixed Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,V10Cr15Fe30Co10Ni25,1,FCC,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,V10Cr15Mn10Fe40Co10Ni25,1,FCC,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
48,10.1016-j.msea.2018.03.115.txt,10.1016-j.msea.2018.03.115.txt,V10Cr15Mn10Fe35Co10Ni25,1,FCC,experimental,"vacuum induction melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
50,10.1016-j.powtec.2023.118379.txt,10.1016-j.powtec.2023.118379.txt,AlCoCrFeNi2.1,2,BCC B2 + FCC,experimental,"selective laser melting (SLM), Laser power: 500, Laser spot size: 50, Scanning mode: same layer in the same direction and the rotation of the adjacent layer was 67°, Sample dimensions: 10 mm x 10 mm x 10 mm",N/A,None,Mixed Solution
51,10.1016-j.apsusc.2024.159316.txt,10.1016-j.apsusc.2024.159316.txt,AlCoCrFeNi,2,BCC A2 + BCC B2 (Intermetallic),experimental,"arc melting, Temperature: Not explicitly stated, but typically around the melting points of the constituent elements, Pressure: Under an argon atmosphere, Time: Flipped and re-melted five times to ensure homogeneity",N/A,None,Mixed Solution
51,10.1016-j.apsusc.2024.159316.txt,10.1016-j.apsusc.2024.159316.txt,AlCoCrFeNiY,4,"BCC A2 + BCC B2 (Intermetallic) + Not specified (Intermetallic) + (Y, Al)-rich oxides",experimental,"arc melting, Temperature: Not explicitly stated, but typically around the melting points of the constituent elements, Pressure: Under an argon atmosphere, Time: Flipped and re-melted five times to ensure homogeneity",N/A,"Partially ordered structure due to (Y, Ni)-rich phase",Mixed Solution
52,10.1016-j.ijrmhm.2023.106246.txt,10.1016-j.ijrmhm.2023.106246.txt,AlCoCrNiMn,2,BCC + BCC B2 (Intermetallic),experimental,"vacuum arc-melting, Pure elements: mixtures of pure elements (99.95 wt%) in a high-purity argon atmosphere, Ingots: smallest possible ingots of 14 g, remelted at least seven times, Casting: dropped and cast into a rod with a diameter of 6 mm, Property measurement: measured in as-cast state to minimize processing influence",N/A,No significant thermo-mechanical post-processing mentioned,Mixed Solution
54,10.1016-j.scriptamat.2021.114137.txt,10.1016-j.scriptamat.2021.114137.txt,Al0.7CoCrFeNi,4,BCC B2 + FCC B2 + L12 + Al0.7CoCrFeNi,experimental,"arc melting, Temperature: ~2000-3000°C, Atmosphere: argon, Cooling rate: rapid",N/A,Partially ordered structure (High Entropy Intermetallic) in metastable L12 precipitates,Mixed Solution
55,10.1016-j.msea.2021.141490.txt,10.1016-j.msea.2021.141490.txt,CoCrFeMn,2,HCP + face-centred cubic,experimental,"vacuum induction furnace casting, hot rolling, homogenization, cold rolling, annealing, Casting temperature: not specified, Hot rolling temperature: 900, Homogenization temperature: 1200, Cold rolling reduction: not specified, Annealing temperature: 950, Annealing time: 5, Cooling method: water quenching",N/A,No partial ordering or High Entropy Intermetallic structure mentioned,Mixed Solution
56,10.1016-j.apsusc.2019.144453.txt,10.1016-j.apsusc.2019.144453.txt,CrFeCoNiMo,2,FCC + tetragonal,experimental,"powder metallurgy and spark plasma sintering, Milling duration: 6 hours, Milling device: YXQM-4L, Atmosphere: high purity argon gas, Ball to powder ratio: 10:1, Milling speed: 300 rpm, Sintering temperature: 1000 °C, Sintering pressure: 30 MPa, Sintering time: 20 minutes, Sintering atmosphere: vacuum (<8 Pa)",N/A,None,Mixed Solution
57,10.1016-j.jallcom.2023.173279.txt,10.1016-j.jallcom.2023.173279.txt,MoNbVTi5,1,BCC,experimental,"arc melting, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
57,10.1016-j.jallcom.2023.173279.txt,10.1016-j.jallcom.2023.173279.txt,MoNbVTi10,1,BCC,experimental,"arc melting, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
57,10.1016-j.jallcom.2023.173279.txt,10.1016-j.jallcom.2023.173279.txt,MoNbVTi15,1,BCC,experimental,"arc melting, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
57,10.1016-j.jallcom.2023.173279.txt,10.1016-j.jallcom.2023.173279.txt,MoNbVTi20,1,BCC,experimental,"arc melting, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
57,10.1016-j.jallcom.2023.173279.txt,10.1016-j.jallcom.2023.173279.txt,MoNbVTi25,1,BCC,experimental,"arc melting, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
58,10.1016-j.matchar.2022.111959.txt,10.1016-j.matchar.2022.111959.txt,FeCoNiCrMn,2,FCC + Mn-rich phase,experimental,"continuous drive friction welding, Temperature: 1200, Pressure: axial pressure, Time: not explicitly stated",N/A,No partial ordering or initial state before oxidation mentioned,Single Solid Solution
59,10.1016-j.matchar.2024.113679.txt,10.1016-j.matchar.2024.113679.txt,Hf5Mo15Nb35Ta25Ti20,4,BCC + Hf0.915Ti0.085O2 + Mo + Ti-rich Hf-Ti-O,combination,"directed energy deposition (DED), Laser power: 1800 to 2500 W, Scan speed: varied, Deposition rate: 10 g/min, Remelting: 2000 W power, 1000 mm/min scan speed, Atmosphere: Controlled using isolation chamber, oxygen levels < 10 ppm, Substrate: 316L stainless steel block","CALPHAD, Software: ThermoCalc, Database: TCHEA6 v2022a, Atomic size difference: δ < 6.6%, Enthalpy of mixing: -15 kJ/mol to 5 kJ/mol, Entropy of mixing: High, Ω-parameter: >1.1, Valence electron concentration: ≤ 6.87",No partial ordering or High Entropy Intermetallic structure,Mixed Solution
60,10.1016-j.matlet.2019.126513.txt,10.1016-j.matlet.2019.126513.txt,TaMoNbVW,1,BCC,experimental,"vacuum arc melting, Re-melts: 5",N/A,None,Single Solid Solution
62,10.1016-j.actamat.2021.117371.txt,10.1016-j.actamat.2021.117371.txt,CrFeCoNi,1,FCC,experimental,"arc melting, Temperature: 1200, Time: 24 hours",N/A,None,Single Solid Solution
63,10.1016-j.intermet.2019.106583.txt,10.1016-j.intermet.2019.106583.txt,CoFeNi,2,FCC + Fe,experimental,"mechanical alloying, Constituent metals: 40 at.% Co, 30 at.% Fe, and 30 at.% Ni, Milling media: SPEX 8001 milling media (cylindrical vial and spherical balls made of hardened steel), Mill: SPEX SamplePrep® 8000 Dual Mill (high-energy shaker ball mill), Charge: Metal powders, hardened-steel balls, and process control agent (approx. 3 to 4 wt% stearic acid), Ball to powder ratio: Approximately 8:1, Duration: 12 hours, Stoppages: In-between stoppages for ~½ h after each 3 hours of milling, Atmosphere: Argon atmosphere to eliminate oxidation of the metal powders",N/A,None,Mixed Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,(CrCoNi)97W1Mo2,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,(CrCoNi)97Mo3,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,(CrCoNi)97W3,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,CrCoNi,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,CrCoNiMo,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
65,10.1016-j.jallcom.2022.166404.txt,10.1016-j.jallcom.2022.166404.txt,CrCoNiW,1,FCC,experimental,"electromagnetic levitation melting, Temperature: 1200, Time: 12 hours, Cooling rate: quenched in water, Reduction ratio: 70",N/A,None,Single Solid Solution
66,10.1016-j.jmst.2021.07.054.txt,10.1016-j.jmst.2021.07.054.txt,CoCrNi,1,FCC,experimental,"arc melting, Atmosphere: high-purity argon, Remelting: at least three times",N/A,None,Mixed Solution
67,10.1016-j.matlet.2020.127891.txt,10.1016-j.matlet.2020.127891.txt,SnBiIn,1,unknown,experimental,"vacuum induction furnace, Temperature: 140, Time: 20 minutes, Atmosphere: Ar",N/A,None,Intermetallic
67,10.1016-j.matlet.2020.127891.txt,10.1016-j.matlet.2020.127891.txt,SnBiInAg,1,unknown,experimental,"vacuum induction furnace, Temperature: 140, Time: 20 minutes, Atmosphere: Ar",N/A,None,Intermetallic
68,10.1016-j.msea.2020.139591.txt,10.1016-j.msea.2020.139591.txt,CoCrNi,1,FCC,experimental,"vacuum induction melting, Temperature: 1200, Time: 6 hours, Post-homogenization: hot swaged into a square bar with side lengths of 20 mm using a four-die rotary swaging machine, Recrystallization: 1 hour at 850 °C followed by air-cooling",N/A,None,Mixed Solution
69,10.1016-j.dib.2022.108567.txt,10.1016-j.dib.2022.108567.txt,CoCrCu1.5MnNi,3,FCC + Co-Cr + Cu-Mn,experimental,"induction melting, Temperature: High enough to melt the constituent elements, Atmosphere: High-purity Argon (Ar), Cooling rate: Controlled",N/A,Dual FCC phase structure with micro-/nanoscale precipitation,Mixed Solution
70,10.1016-j.corsci.2023.111231.txt,10.1016-j.corsci.2023.111231.txt,FeCrNiAl,3,BCC + BCC B2 + NiAl,experimental,"ingot casting, Homogenization heat treatment: 1300°C for 6 hours under AC conditions",N/A,Partially ordered B2 Ni-Al precipitates,Mixed Solution
71,10.1016-j.scriptamat.2020.07.004.txt,10.1016-j.scriptamat.2020.07.004.txt,CrMnFeCoNi,1,FCC,experimental,"not specified in the provided text, Temperature: not specified, Time: not specified",N/A,None,Single Solid Solution
72,10.1016-j.ceramint.2022.03.120.txt,10.1016-j.ceramint.2022.03.120.txt,AlCoCrFeNi,2,BCC + FCC,Experimental,"HVOF thermal spraying, Substrate: 316 stainless steel, Spraying powders: {'AlCoCrFeNi HEA Powder': 'prepared via vacuum water atomization', 'WC-10Co Powder': 'commercial powder with 10 wt% Co as binder'}, Mixing: mechanical mixer for 7 hours",N/A,None,Mixed Solution
